6.90 -1.750 -2.50 0.1029 0.0465 0.0081 0.2820 0.0055 0.0571
6.90 -1.750 -2.25 0.0848 0.0400 0.0069 0.2244 0.0052 0.0520
6.90 -1.750 -2.00 0.0758 0.0348 0.0049 0.1536 0.0052 0.0524
6.90 -1.750 -1.75 0.0744 0.0322 0.0029 0.0910 0.0054 0.0537
6.90 -1.750 -1.50 0.0783 0.0325 0.0015 0.0491 0.0056 0.0675
6.90 -1.750 -1.25 0.0829 0.0332 0.0000 0.0266 0.0057 0.1193
6.90 -1.750 -1.00 0.0849 0.0312 0.0000 0.0167 0.0055 0.2012
6.90 -1.750 -0.75 0.0864 0.0288 0.0000 0.0128 0.0054 0.2568
6.90 -1.750 -0.50 0.0890 0.0267 0.0000 0.0106 0.0054 0.2950
6.90 -1.625 -2.50 0.1029 0.0465 0.0081 0.2820 0.0073 0.0573
6.90 -1.625 -2.25 0.0848 0.0400 0.0069 0.2244 0.0070 0.0520
6.90 -1.625 -2.00 0.0758 0.0348 0.0049 0.1536 0.0069 0.0522
6.90 -1.625 -1.75 0.0744 0.0322 0.0029 0.0910 0.0071 0.0538
6.90 -1.625 -1.50 0.0783 0.0325 0.0015 0.0491 0.0075 0.0679
6.90 -1.625 -1.25 0.0829 0.0332 0.0000 0.0266 0.0076 0.1189
6.90 -1.625 -1.00 0.0849 0.0312 0.0000 0.0167 0.0074 0.2012
6.90 -1.625 -0.75 0.0864 0.0288 0.0000 0.0128 0.0073 0.2568
6.90 -1.625 -0.50 0.0890 0.0267 0.0000 0.0106 0.0073 0.2950
6.90 -1.500 -2.50 0.1029 0.0465 0.0081 0.2819 0.0098 0.0573
6.90 -1.500 -2.25 0.0848 0.0400 0.0069 0.2244 0.0093 0.0522
6.90 -1.500 -2.00 0.0758 0.0348 0.0049 0.1536 0.0092 0.0524
6.90 -1.500 -1.75 0.0744 0.0322 0.0029 0.0910 0.0095 0.0538
6.90 -1.500 -1.50 0.0783 0.0325 0.0015 0.0491 0.0099 0.0676
6.90 -1.500 -1.25 0.0829 0.0332 0.0000 0.0266 0.0101 0.1190
