#Cloudy 17.00 models results grids
# O/H: 7.1 - 8.9, log U: -4.0 - -1.5, T*: 30 - 60 kK
# SED: black body 
#spherical geometry
#
12+log(O/H) Teff log(Usp) OII_3727 OIII_5007 SII_6717,31 SIII_9069 He1_4471 He1_5876 HeI_6678 HeII_4686 ArIV_4740 ArIII_7135
7.4000 45000.0000 -3.7600 1.1893 0.0277 0.2520 0.0230 0.0209 0.0536 0.0151 0.0000 0.0000 0.0123
7.4000 45000.0000 -4.0000 0.9907 0.0076 0.2883 0.0147 0.0202 0.0518 0.0147 0.0000 0.0000 0.0100
7.4000 50000.0000 -1.4900 0.2917 3.2676 0.0301 0.0688 0.0207 0.0536 0.0149 0.0068 0.0057 0.0217
7.4000 50000.0000 -1.7900 0.3634 2.9557 0.0349 0.0730 0.0210 0.0543 0.0151 0.0046 0.0041 0.0230
7.4000 50000.0000 -2.0500 0.4471 2.6538 0.0408 0.0754 0.0212 0.0548 0.0153 0.0033 0.0029 0.0238
7.4000 50000.0000 -2.2600 0.5364 2.3777 0.0478 0.0761 0.0214 0.0551 0.0154 0.0025 0.0020 0.0241
7.4000 50000.0000 -2.5200 0.6757 1.9962 0.0597 0.0748 0.0215 0.0554 0.0155 0.0019 0.0011 0.0239
7.4000 50000.0000 -2.7600 0.8579 1.5500 0.0774 0.0703 0.0217 0.0556 0.0155 0.0015 0.0000 0.0230
7.4000 50000.0000 -3.0100 1.1114 1.0028 0.1065 0.0614 0.0218 0.0558 0.0156 0.0013 0.0000 0.0210
7.4000 50000.0000 -3.2600 1.3478 0.4774 0.1490 0.0495 0.0219 0.0560 0.0157 0.0012 0.0000 0.0185
7.4000 50000.0000 -3.5000 1.3742 0.1618 0.1995 0.0369 0.0219 0.0560 0.0158 0.0011 0.0000 0.0159
7.4000 50000.0000 -3.7600 1.2168 0.0451 0.2493 0.0254 0.0218 0.0558 0.0158 0.0000 0.0000 0.0134
7.4000 50000.0000 -4.0100 1.0220 0.0124 0.2906 0.0167 0.0215 0.0552 0.0156 0.0000 0.0000 0.0112
7.4000 55000.0000 -1.5000 0.2531 3.3415 0.0315 0.0624 0.0202 0.0522 0.0145 0.0136 0.0071 0.0197
7.4000 55000.0000 -1.7500 0.3022 3.1066 0.0354 0.0668 0.0205 0.0531 0.0147 0.0100 0.0056 0.0211
7.4000 55000.0000 -2.0600 0.3854 2.7696 0.0423 0.0710 0.0209 0.0540 0.0150 0.0069 0.0038 0.0225
7.4000 55000.0000 -2.2600 0.4568 2.5209 0.0485 0.0727 0.0211 0.0545 0.0152 0.0055 0.0028 0.0231
7.4000 55000.0000 -2.5200 0.5752 2.1563 0.0597 0.0730 0.0214 0.0549 0.0153 0.0042 0.0017 0.0234
7.4000 55000.0000 -2.7600 0.7376 1.7142 0.0767 0.0700 0.0216 0.0553 0.0155 0.0034 0.0000 0.0229
7.4000 55000.0000 -3.0100 0.9742 1.1731 0.1043 0.0625 0.0218 0.0558 0.0156 0.0030 0.0000 0.0214
7.4000 55000.0000 -3.2600 1.2399 0.6189 0.1453 0.0513 0.0220 0.0563 0.0158 0.0028 0.0000 0.0191
7.4000 55000.0000 -3.5100 1.3446 0.2244 0.1971 0.0387 0.0222 0.0568 0.0160 0.0024 0.0000 0.0166
7.4000 55000.0000 -3.7600 1.2275 0.0650 0.2491 0.0271 0.0224 0.0573 0.0162 0.0019 0.0000 0.0142
7.4000 55000.0000 -4.0100 1.0423 0.0181 0.2943 0.0181 0.0225 0.0575 0.0163 0.0013 0.0000 0.0121
7.4000 60000.0000 -1.4900 0.2281 3.3261 0.0327 0.0566 0.0194 0.0503 0.0139 0.0236 0.0081 0.0180
7.4000 60000.0000 -1.7500 0.2714 3.1260 0.0368 0.0614 0.0200 0.0516 0.0143 0.0179 0.0066 0.0195
7.4000 60000.0000 -2.0700 0.3461 2.8138 0.0439 0.0666 0.0205 0.0529 0.0147 0.0125 0.0047 0.0212
7.4000 60000.0000 -2.2600 0.4052 2.5967 0.0497 0.0689 0.0208 0.0535 0.0149 0.0102 0.0036 0.0219
7.4000 60000.0000 -2.5100 0.5083 2.2564 0.0605 0.0703 0.0211 0.0542 0.0151 0.0080 0.0023 0.0226
7.4000 60000.0000 -2.7700 0.6545 1.8266 0.0771 0.0689 0.0214 0.0548 0.0153 0.0065 0.0012 0.0226
7.4000 60000.0000 -3.0100 0.8655 1.3123 0.1032 0.0630 0.0216 0.0554 0.0155 0.0058 0.0000 0.0216
7.4000 60000.0000 -3.2600 1.1477 0.7266 0.1451 0.0522 0.0220 0.0562 0.0158 0.0053 0.0000 0.0195
7.4000 60000.0000 -3.5000 1.3040 0.2958 0.1953 0.0402 0.0223 0.0572 0.0161 0.0047 0.0000 0.0172
7.4000 60000.0000 -3.7600 1.2295 0.0860 0.2510 0.0283 0.0228 0.0583 0.0165 0.0037 0.0000 0.0148
7.4000 60000.0000 -4.0100 1.0558 0.0242 0.2994 0.0192 0.0232 0.0593 0.0168 0.0026 0.0000 0.0128
7.4000 70000.0000 -1.5200 0.2047 3.0430 0.0350 0.0482 0.0176 0.0454 0.0126 0.0516 0.0090 0.0155
7.4000 70000.0000 -1.7700 0.2407 2.9455 0.0394 0.0529 0.0184 0.0475 0.0132 0.0411 0.0077 0.0170
7.4000 70000.0000 -2.0900 0.3029 2.7357 0.0469 0.0587 0.0193 0.0496 0.0138 0.0307 0.0059 0.0188
7.4000 70000.0000 -2.2800 0.3518 2.5671 0.0528 0.0617 0.0197 0.0507 0.0141 0.0259 0.0048 0.0198
7.4000 70000.0000 -2.5300 0.4376 2.2876 0.0638 0.0646 0.0202 0.0519 0.0145 0.0210 0.0033 0.0209
7.4000 70000.0000 -2.7800 0.5602 1.9190 0.0803 0.0652 0.0207 0.0530 0.0148 0.0177 0.0019 0.0215
7.4000 70000.0000 -3.0100 0.7411 1.4487 0.1061 0.0617 0.0211 0.0540 0.0151 0.0159 0.0000 0.0213
7.4000 70000.0000 -3.2600 1.0090 0.8793 0.1480 0.0526 0.0216 0.0553 0.0155 0.0147 0.0000 0.0198
7.4000 70000.0000 -3.5000 1.2180 0.4040 0.1990 0.0414 0.0223 0.0569 0.0160 0.0131 0.0000 0.0178
7.4000 70000.0000 -3.7600 1.2165 0.1272 0.2577 0.0297 0.0231 0.0592 0.0167 0.0103 0.0000 0.0156
7.4000 70000.0000 -4.0100 1.0677 0.0363 0.3120 0.0205 0.0241 0.0616 0.0174 0.0075 0.0000 0.0138
7.4000 80000.0000 -1.5400 0.1931 2.5747 0.0362 0.0421 0.0153 0.0394 0.0109 0.0888 0.0089 0.0137
7.4000 80000.0000 -1.7900 0.2258 2.5877 0.0411 0.0467 0.0164 0.0422 0.0117 0.0737 0.0080 0.0151
7.4000 80000.0000 -2.1100 0.2817 2.4987 0.0492 0.0525 0.0176 0.0452 0.0126 0.0578 0.0065 0.0170
7.4000 80000.0000 -2.2900 0.3256 2.3914 0.0555 0.0557 0.0182 0.0467 0.0130 0.0501 0.0055 0.0180
7.4000 80000.0000 -2.5400 0.4021 2.1879 0.0668 0.0592 0.0189 0.0485 0.0135 0.0419 0.0041 0.0193
7.4000 80000.0000 -2.7800 0.5109 1.9004 0.0836 0.0612 0.0195 0.0501 0.0140 0.0361 0.0026 0.0202
7.4000 80000.0000 -3.0200 0.6710 1.5013 0.1097 0.0596 0.0201 0.0516 0.0144 0.0328 0.0011 0.0207
7.4000 80000.0000 -3.2700 0.9183 0.9699 0.1525 0.0522 0.0208 0.0533 0.0150 0.0305 0.0000 0.0199
7.4000 80000.0000 -3.5100 1.1467 0.4823 0.2051 0.0416 0.0218 0.0557 0.0157 0.0271 0.0000 0.0181
7.4000 80000.0000 -3.7600 1.1949 0.1618 0.2667 0.0303 0.0231 0.0590 0.0167 0.0214 0.0000 0.0161
7.4000 80000.0000 -4.0100 1.0684 0.0468 0.3258 0.0211 0.0246 0.0628 0.0178 0.0157 0.0000 0.0144
7.4000 90000.0000 -1.5600 0.1849 2.0683 0.0366 0.0375 0.0128 0.0328 0.0091 0.1311 0.0082 0.0122
7.4000 90000.0000 -1.8100 0.2163 2.1614 0.0419 0.0419 0.0141 0.0361 0.0100 0.1125 0.0077 0.0136
7.4000 90000.0000 -2.1200 0.2693 2.1810 0.0506 0.0476 0.0155 0.0399 0.0111 0.0918 0.0066 0.0154
7.4000 90000.0000 -2.3000 0.3104 2.1364 0.0573 0.0508 0.0163 0.0419 0.0117 0.0814 0.0059 0.0165
7.4000 90000.0000 -2.5500 0.3817 2.0123 0.0690 0.0547 0.0173 0.0442 0.0123 0.0699 0.0046 0.0178
7.4000 90000.0000 -2.7900 0.4819 1.8102 0.0863 0.0574 0.0181 0.0463 0.0129 0.0614 0.0031 0.0190
7.4000 90000.0000 -3.0200 0.6278 1.4987 0.1130 0.0573 0.0188 0.0482 0.0135 0.0563 0.0015 0.0200
7.4000 90000.0000 -3.2700 0.8581 1.0205 0.1571 0.0514 0.0197 0.0505 0.0142 0.0523 0.0000 0.0198
7.4000 90000.0000 -3.5100 1.0927 0.5354 0.2119 0.0414 0.0210 0.0536 0.0151 0.0462 0.0000 0.0182
7.4000 90000.0000 -3.7600 1.1725 0.1871 0.2767 0.0304 0.0227 0.0581 0.0164 0.0365 0.0000 0.0164
7.4000 90000.0000 -4.0100 1.0638 0.0550 0.3401 0.0215 0.0247 0.0632 0.0179 0.0272 0.0000 0.0148
7.7000 30000.0000 -1.5500 1.7492 2.0822 0.0624 0.1295 0.0214 0.0551 0.0154 0.0000 0.0000 0.0497
7.7000 30000.0000 -1.8000 1.9783 1.6677 0.0810 0.1240 0.0212 0.0545 0.0152 0.0000 0.0000 0.0472
7.7000 30000.0000 -2.0400 2.1863 1.2853 0.1072 0.1170 0.0206 0.0530 0.0148 0.0000 0.0000 0.0438
7.7000 30000.0000 -2.2900 2.3672 0.9155 0.1446 0.1077 0.0193 0.0495 0.0139 0.0000 0.0000 0.0388
7.7000 30000.0000 -2.5400 2.4933 0.5743 0.1930 0.0958 0.0177 0.0453 0.0127 0.0000 0.0000 0.0333
7.7000 30000.0000 -2.7900 2.5161 0.2794 0.2546 0.0806 0.0162 0.0416 0.0117 0.0000 0.0000 0.0279
7.7000 30000.0000 -3.0300 2.3458 0.0951 0.3302 0.0616 0.0152 0.0389 0.0110 0.0000 0.0000 0.0228
7.7000 30000.0000 -3.2600 2.0611 0.0280 0.4024 0.0430 0.0145 0.0370 0.0105 0.0000 0.0000 0.0186
7.7000 30000.0000 -3.5100 1.7629 0.0079 0.4572 0.0276 0.0136 0.0350 0.0099 0.0000 0.0000 0.0150
7.7000 30000.0000 -3.7500 1.4907 0.0024 0.4870 0.0170 0.0125 0.0320 0.0091 0.0000 0.0000 0.0118
7.7000 30000.0000 -4.0000 1.2430 0.0000 0.5002 0.0101 0.0110 0.0281 0.0080 0.0000 0.0000 0.0089
7.7000 32500.0000 -1.5500 1.4294 2.7299 0.0564 0.1359 0.0216 0.0556 0.0155 0.0000 0.0000 0.0528
7.7000 32500.0000 -1.8000 1.6630 2.2756 0.0706 0.1314 0.0215 0.0554 0.0155 0.0000 0.0000 0.0509
7.7000 32500.0000 -2.0400 1.9009 1.8379 0.0905 0.1256 0.0214 0.0550 0.0154 0.0000 0.0000 0.0485
7.7000 32500.0000 -2.2900 2.1409 1.3926 0.1200 0.1174 0.0211 0.0542 0.0152 0.0000 0.0000 0.0453
7.7000 32500.0000 -2.5400 2.3540 0.9545 0.1615 0.1065 0.0204 0.0523 0.0147 0.0000 0.0000 0.0411
7.7000 32500.0000 -2.7800 2.4999 0.5314 0.2177 0.0919 0.0194 0.0498 0.0140 0.0000 0.0000 0.0358
7.7000 32500.0000 -3.0400 2.4612 0.1928 0.2972 0.0719 0.0184 0.0471 0.0133 0.0000 0.0000 0.0297
7.7000 32500.0000 -3.2700 2.2251 0.0614 0.3737 0.0526 0.0175 0.0449 0.0127 0.0000 0.0000 0.0246
7.7000 32500.0000 -3.5100 1.9132 0.0173 0.4414 0.0349 0.0164 0.0421 0.0119 0.0000 0.0000 0.0197
7.7000 32500.0000 -3.7500 1.6199 0.0050 0.4855 0.0220 0.0151 0.0387 0.0109 0.0000 0.0000 0.0155
7.7000 32500.0000 -4.0000 1.3494 0.0014 0.5104 0.0131 0.0134 0.0343 0.0097 0.0000 0.0000 0.0118
7.7000 35000.0000 -1.5500 1.1681 3.3027 0.0533 0.1396 0.0217 0.0558 0.0156 0.0000 0.0017 0.0546
7.7000 35000.0000 -1.7900 1.3799 2.8350 0.0649 0.1364 0.0217 0.0558 0.0156 0.0000 0.0010 0.0532
7.7000 35000.0000 -2.0300 1.6159 2.3681 0.0811 0.1317 0.0217 0.0557 0.0156 0.0000 0.0000 0.0513
7.7000 35000.0000 -2.2800 1.8779 1.8760 0.1052 0.1247 0.0216 0.0553 0.0155 0.0000 0.0000 0.0488
7.7000 35000.0000 -2.5300 2.1481 1.3611 0.1407 0.1147 0.0213 0.0547 0.0153 0.0000 0.0000 0.0454
7.7000 35000.0000 -2.7800 2.3929 0.8291 0.1913 0.1008 0.0209 0.0535 0.0150 0.0000 0.0000 0.0409
7.7000 35000.0000 -3.0300 2.5068 0.3522 0.2651 0.0818 0.0202 0.0518 0.0146 0.0000 0.0000 0.0352
7.7000 35000.0000 -3.2600 2.3529 0.1178 0.3462 0.0616 0.0195 0.0498 0.0140 0.0000 0.0000 0.0295
7.7000 35000.0000 -3.5100 2.0438 0.0325 0.4258 0.0417 0.0184 0.0471 0.0133 0.0000 0.0000 0.0237
7.7000 35000.0000 -3.7500 1.7337 0.0094 0.4817 0.0268 0.0171 0.0438 0.0124 0.0000 0.0000 0.0189
7.7000 35000.0000 -4.0000 1.4432 0.0026 0.5176 0.0163 0.0154 0.0395 0.0112 0.0000 0.0000 0.0146
7.7000 37500.0000 -1.5300 0.9633 3.8178 0.0517 0.1408 0.0217 0.0560 0.0156 0.0000 0.0028 0.0554
7.7000 37500.0000 -1.7800 1.1499 3.3357 0.0617 0.1391 0.0217 0.0560 0.0157 0.0000 0.0018 0.0546
7.7000 37500.0000 -2.0300 1.3769 2.8317 0.0763 0.1355 0.0218 0.0559 0.0157 0.0000 0.0011 0.0531
7.7000 37500.0000 -2.2800 1.6354 2.3145 0.0971 0.1298 0.0217 0.0558 0.0156 0.0000 0.0000 0.0511
7.7000 37500.0000 -2.5300 1.9249 1.7576 0.1279 0.1208 0.0216 0.0555 0.0156 0.0000 0.0000 0.0481
7.7000 37500.0000 -2.7800 2.2362 1.1458 0.1742 0.1077 0.0214 0.0549 0.0154 0.0000 0.0000 0.0441
7.7000 37500.0000 -3.0200 2.4713 0.5589 0.2415 0.0899 0.0211 0.0539 0.0152 0.0000 0.0000 0.0389
7.7000 37500.0000 -3.2600 2.4297 0.1924 0.3268 0.0687 0.0205 0.0525 0.0148 0.0000 0.0000 0.0330
7.7000 37500.0000 -3.5100 2.1508 0.0546 0.4125 0.0478 0.0197 0.0504 0.0142 0.0000 0.0000 0.0271
7.7000 37500.0000 -3.7500 1.8321 0.0157 0.4775 0.0314 0.0186 0.0475 0.0134 0.0000 0.0000 0.0218
7.7000 37500.0000 -4.0000 1.5264 0.0044 0.5232 0.0193 0.0171 0.0438 0.0124 0.0000 0.0000 0.0171
7.7000 40000.0000 -1.4900 0.7925 4.3256 0.0505 0.1395 0.0217 0.0560 0.0156 0.0000 0.0045 0.0552
7.7000 40000.0000 -1.7400 0.9536 3.8265 0.0591 0.1399 0.0218 0.0561 0.0157 0.0000 0.0030 0.0551
7.7000 40000.0000 -2.0000 1.1616 3.2919 0.0721 0.1379 0.0218 0.0561 0.0157 0.0000 0.0018 0.0543
7.7000 40000.0000 -2.2500 1.4008 2.7618 0.0900 0.1337 0.0218 0.0561 0.0157 0.0000 0.0011 0.0528
7.7000 40000.0000 -2.5100 1.6927 2.1733 0.1173 0.1262 0.0218 0.0559 0.0157 0.0000 0.0000 0.0504
7.7000 40000.0000 -2.7600 2.0397 1.4985 0.1599 0.1139 0.0217 0.0556 0.0156 0.0000 0.0000 0.0466
7.7000 40000.0000 -3.0100 2.3728 0.8092 0.2228 0.0968 0.0215 0.0550 0.0155 0.0000 0.0000 0.0418
7.7000 40000.0000 -3.2600 2.4674 0.2949 0.3100 0.0750 0.0211 0.0541 0.0152 0.0000 0.0000 0.0359
7.7000 40000.0000 -3.5000 2.2453 0.0872 0.3992 0.0536 0.0205 0.0526 0.0148 0.0000 0.0000 0.0300
7.7000 40000.0000 -3.7500 1.9157 0.0242 0.4738 0.0354 0.0196 0.0503 0.0142 0.0000 0.0000 0.0244
7.7000 40000.0000 -4.0000 1.5980 0.0067 0.5277 0.0222 0.0184 0.0472 0.0134 0.0000 0.0000 0.0194
7.7000 45000.0000 -1.4800 0.6132 4.9702 0.0525 0.1322 0.0215 0.0556 0.0155 0.0027 0.0079 0.0526
7.7000 45000.0000 -1.7400 0.7365 4.4760 0.0600 0.1359 0.0217 0.0559 0.0156 0.0019 0.0056 0.0538
7.7000 45000.0000 -1.9900 0.8966 3.9517 0.0708 0.1373 0.0218 0.0561 0.0157 0.0013 0.0038 0.0543
7.7000 45000.0000 -2.2500 1.1033 3.3919 0.0867 0.1360 0.0219 0.0562 0.0157 0.0000 0.0023 0.0539
7.7000 45000.0000 -2.5000 1.3642 2.7850 0.1101 0.1313 0.0219 0.0562 0.0157 0.0000 0.0012 0.0526
7.7000 45000.0000 -2.7500 1.6996 2.0877 0.1462 0.1216 0.0219 0.0562 0.0158 0.0000 0.0000 0.0498
7.7000 45000.0000 -3.0000 2.1241 1.2722 0.2045 0.1055 0.0219 0.0561 0.0158 0.0000 0.0000 0.0454
7.7000 45000.0000 -3.2500 2.4265 0.5562 0.2869 0.0848 0.0218 0.0558 0.0157 0.0000 0.0000 0.0400
7.7000 45000.0000 -3.5000 2.3545 0.1753 0.3818 0.0624 0.0215 0.0552 0.0156 0.0000 0.0000 0.0342
7.7000 45000.0000 -3.7500 2.0443 0.0478 0.4694 0.0421 0.0211 0.0540 0.0153 0.0000 0.0000 0.0284
7.7000 45000.0000 -4.0000 1.7139 0.0132 0.5367 0.0271 0.0204 0.0522 0.0148 0.0000 0.0000 0.0233
7.7000 50000.0000 -1.4800 0.5098 5.4067 0.0555 0.1220 0.0212 0.0547 0.0153 0.0068 0.0115 0.0487
7.7000 50000.0000 -1.7800 0.6295 4.8455 0.0641 0.1291 0.0215 0.0553 0.0154 0.0046 0.0081 0.0513
7.7000 50000.0000 -2.0300 0.7682 4.3233 0.0748 0.1331 0.0216 0.0557 0.0156 0.0033 0.0056 0.0529
7.7000 50000.0000 -2.2500 0.9150 3.8603 0.0872 0.1342 0.0218 0.0560 0.0156 0.0025 0.0039 0.0534
7.7000 50000.0000 -2.5000 1.1450 3.2415 0.1090 0.1323 0.0219 0.0562 0.0157 0.0019 0.0022 0.0532
7.7000 50000.0000 -2.7500 1.4505 2.5350 0.1419 0.1253 0.0220 0.0563 0.0158 0.0016 0.0000 0.0515
7.7000 50000.0000 -3.0000 1.8879 1.6676 0.1973 0.1109 0.0220 0.0565 0.0159 0.0014 0.0000 0.0477
7.7000 50000.0000 -3.2500 2.3128 0.8116 0.2788 0.0905 0.0221 0.0566 0.0159 0.0012 0.0000 0.0426
7.7000 50000.0000 -3.5000 2.3867 0.2806 0.3752 0.0681 0.0221 0.0566 0.0160 0.0011 0.0000 0.0370
7.7000 50000.0000 -3.7500 2.1305 0.0792 0.4693 0.0471 0.0220 0.0563 0.0159 0.0000 0.0000 0.0314
7.7000 50000.0000 -4.0000 1.7999 0.0220 0.5467 0.0310 0.0217 0.0556 0.0157 0.0000 0.0000 0.0264
7.7000 55000.0000 -1.4900 0.4508 5.6446 0.0588 0.1118 0.0207 0.0534 0.0149 0.0137 0.0145 0.0449
7.7000 55000.0000 -1.7400 0.5348 5.2107 0.0658 0.1195 0.0210 0.0542 0.0151 0.0101 0.0114 0.0478
7.7000 55000.0000 -2.0500 0.6766 4.6095 0.0783 0.1269 0.0214 0.0550 0.0153 0.0070 0.0077 0.0507
7.7000 55000.0000 -2.2500 0.7976 4.1843 0.0898 0.1299 0.0215 0.0554 0.0155 0.0055 0.0057 0.0520
7.7000 55000.0000 -2.5000 0.9989 3.5798 0.1105 0.1307 0.0217 0.0558 0.0156 0.0042 0.0034 0.0527
7.7000 55000.0000 -2.7500 1.2786 2.8653 0.1425 0.1264 0.0219 0.0562 0.0157 0.0035 0.0016 0.0520
7.7000 55000.0000 -3.0000 1.6938 1.9903 0.1954 0.1141 0.0221 0.0565 0.0159 0.0030 0.0000 0.0492
7.7000 55000.0000 -3.2500 2.1708 1.0700 0.2744 0.0949 0.0222 0.0569 0.0160 0.0028 0.0000 0.0445
7.7000 55000.0000 -3.5000 2.3745 0.3949 0.3740 0.0721 0.0224 0.0574 0.0162 0.0024 0.0000 0.0391
7.7000 55000.0000 -3.7600 2.1840 0.1157 0.4731 0.0508 0.0226 0.0579 0.0163 0.0019 0.0000 0.0336
7.7000 55000.0000 -4.0100 1.8628 0.0325 0.5586 0.0340 0.0227 0.0580 0.0164 0.0013 0.0000 0.0287
7.7000 60000.0000 -1.4800 0.4125 5.7307 0.0616 0.1024 0.0200 0.0516 0.0143 0.0241 0.0171 0.0414
7.7000 60000.0000 -1.7400 0.4880 5.3448 0.0691 0.1109 0.0205 0.0527 0.0147 0.0182 0.0137 0.0447
7.7000 60000.0000 -2.0600 0.6182 4.7740 0.0821 0.1203 0.0210 0.0539 0.0150 0.0127 0.0097 0.0483
7.7000 60000.0000 -2.2500 0.7208 4.3945 0.0929 0.1245 0.0212 0.0545 0.0152 0.0104 0.0075 0.0500
7.7000 60000.0000 -2.5000 0.9006 3.8188 0.1132 0.1275 0.0215 0.0551 0.0154 0.0081 0.0047 0.0516
7.7000 60000.0000 -2.7500 1.1580 3.1109 0.1448 0.1257 0.0217 0.0557 0.0156 0.0067 0.0024 0.0518
7.7000 60000.0000 -3.0000 1.5344 2.2647 0.1951 0.1161 0.0220 0.0562 0.0158 0.0059 0.0000 0.0501
7.7000 60000.0000 -3.2500 2.0454 1.2754 0.2761 0.0973 0.0222 0.0569 0.0160 0.0054 0.0000 0.0458
7.7000 60000.0000 -3.5000 2.3369 0.5269 0.3732 0.0756 0.0226 0.0578 0.0163 0.0048 0.0000 0.0407
7.7000 60000.0000 -3.7600 2.2162 0.1548 0.4799 0.0535 0.0230 0.0589 0.0166 0.0037 0.0000 0.0353
7.7000 60000.0000 -4.0100 1.9088 0.0439 0.5719 0.0363 0.0234 0.0599 0.0169 0.0026 0.0000 0.0306
7.7000 70000.0000 -1.5100 0.3789 5.4447 0.0668 0.0887 0.0182 0.0468 0.0130 0.0533 0.0197 0.0365
7.7000 70000.0000 -1.7600 0.4437 5.2223 0.0751 0.0974 0.0189 0.0487 0.0136 0.0423 0.0167 0.0398
7.7000 70000.0000 -2.0800 0.5554 4.8049 0.0892 0.1080 0.0198 0.0508 0.0141 0.0314 0.0126 0.0440
7.7000 70000.0000 -2.2700 0.6437 4.4940 0.1005 0.1135 0.0202 0.0518 0.0144 0.0265 0.0103 0.0462
7.7000 70000.0000 -2.5200 0.7987 4.0009 0.1213 0.1192 0.0206 0.0530 0.0148 0.0215 0.0071 0.0487
7.7000 70000.0000 -2.7700 1.0218 3.3722 0.1531 0.1212 0.0210 0.0540 0.0151 0.0180 0.0040 0.0503
7.7000 70000.0000 -3.0000 1.3541 2.5732 0.2033 0.1157 0.0214 0.0549 0.0154 0.0162 0.0016 0.0503
7.7000 70000.0000 -3.2600 1.8473 1.5822 0.2851 0.0996 0.0219 0.0561 0.0158 0.0149 0.0000 0.0473
7.7000 70000.0000 -3.5000 2.2334 0.7344 0.3843 0.0787 0.0225 0.0576 0.0162 0.0132 0.0000 0.0427
7.7000 70000.0000 -3.7600 2.2378 0.2333 0.4976 0.0568 0.0234 0.0598 0.0169 0.0103 0.0000 0.0377
7.7000 70000.0000 -4.0100 1.9669 0.0669 0.6018 0.0392 0.0243 0.0623 0.0176 0.0075 0.0000 0.0333
7.7000 80000.0000 -1.5300 0.3642 4.7757 0.0701 0.0790 0.0159 0.0408 0.0113 0.0923 0.0200 0.0328
7.7000 80000.0000 -1.7800 0.4244 4.7471 0.0794 0.0874 0.0169 0.0435 0.0121 0.0763 0.0178 0.0362
7.7000 80000.0000 -2.1000 0.5269 4.5310 0.0948 0.0981 0.0181 0.0464 0.0129 0.0595 0.0143 0.0404
7.7000 80000.0000 -2.2800 0.6076 4.3155 0.1068 0.1041 0.0187 0.0479 0.0134 0.0515 0.0121 0.0428
7.7000 80000.0000 -2.5300 0.7490 3.9352 0.1285 0.1111 0.0194 0.0496 0.0139 0.0430 0.0090 0.0457
7.7000 80000.0000 -2.7800 0.9513 3.4251 0.1613 0.1153 0.0199 0.0511 0.0143 0.0369 0.0056 0.0481
7.7000 80000.0000 -3.0100 1.2514 2.7254 0.2126 0.1133 0.0205 0.0524 0.0147 0.0334 0.0025 0.0495
7.7000 80000.0000 -3.2600 1.7141 1.7782 0.2964 0.0998 0.0212 0.0541 0.0152 0.0309 0.0000 0.0480
7.7000 80000.0000 -3.5000 2.1392 0.8909 0.3990 0.0799 0.0220 0.0564 0.0159 0.0273 0.0000 0.0439
7.7000 80000.0000 -3.7600 2.2299 0.3006 0.5188 0.0583 0.0234 0.0597 0.0169 0.0215 0.0000 0.0392
7.7000 80000.0000 -4.0100 1.9965 0.0875 0.6329 0.0408 0.0248 0.0635 0.0180 0.0158 0.0000 0.0351
7.7000 90000.0000 -1.5500 0.3543 3.9438 0.0716 0.0714 0.0133 0.0341 0.0095 0.1366 0.0189 0.0297
7.7000 90000.0000 -1.8000 0.4128 4.0802 0.0817 0.0796 0.0146 0.0373 0.0104 0.1168 0.0176 0.0330
7.7000 90000.0000 -2.1100 0.5114 4.0666 0.0984 0.0903 0.0160 0.0410 0.0114 0.0949 0.0150 0.0373
7.7000 90000.0000 -2.2900 0.5882 3.9600 0.1114 0.0964 0.0168 0.0430 0.0120 0.0839 0.0132 0.0397
7.7000 90000.0000 -2.5400 0.7218 3.7085 0.1341 0.1039 0.0177 0.0453 0.0127 0.0717 0.0104 0.0429
7.7000 90000.0000 -2.7800 0.9109 3.3314 0.1679 0.1095 0.0185 0.0473 0.0132 0.0629 0.0070 0.0458
7.7000 90000.0000 -3.0200 1.1881 2.7695 0.2206 0.1100 0.0192 0.0491 0.0138 0.0574 0.0034 0.0483
7.7000 90000.0000 -3.2700 1.6233 1.8981 0.3071 0.0991 0.0200 0.0512 0.0144 0.0530 0.0000 0.0481
7.7000 90000.0000 -3.5100 2.0658 1.0013 0.4146 0.0802 0.0212 0.0543 0.0153 0.0466 0.0000 0.0445
7.7000 90000.0000 -3.7600 2.2144 0.3515 0.5409 0.0589 0.0230 0.0588 0.0166 0.0367 0.0000 0.0401
7.7000 90000.0000 -4.0100 2.0085 0.1037 0.6637 0.0416 0.0250 0.0639 0.0181 0.0273 0.0000 0.0363
8.0000 30000.0000 -1.5300 2.2533 2.5403 0.0986 0.1956 0.0217 0.0559 0.0157 0.0000 0.0000 0.0585
8.0000 30000.0000 -1.7800 2.4860 2.0153 0.1273 0.1870 0.0215 0.0553 0.0155 0.0000 0.0000 0.0553
8.0000 30000.0000 -2.0200 2.6855 1.5458 0.1676 0.1763 0.0208 0.0534 0.0150 0.0000 0.0000 0.0508
8.0000 30000.0000 -2.2700 2.8542 1.1003 0.2240 0.1622 0.0194 0.0498 0.0140 0.0000 0.0000 0.0446
8.0000 30000.0000 -2.5200 2.9685 0.6915 0.2966 0.1443 0.0177 0.0455 0.0129 0.0000 0.0000 0.0381
8.0000 30000.0000 -2.7600 2.9737 0.3373 0.3894 0.1213 0.0163 0.0419 0.0118 0.0000 0.0000 0.0320
